UID,Name,Age,Weight,Height,Rc Injury,Nat,Division,Club,Wage,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Shots Outside Box/90,NP-xG/90,Gl Mst,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90
2000012522,Enrik Ostrc,22,74 kg,187 cm,-,SVN,Keuken Kampioen Divisie,Helmond Sport,"€65,000 p/a",30/6/2025,M/AM (C),-,34,"2,323",91%,-,0.04,3.84,1.43,0.15,21%,0.15,5%,-1.22,0.23,0.31,0.09,0,1.78,71%,0.77,0.08,0.43,3.95,50%,1.98,0.35,10.65,13.87,9.88,0.74,12.2km,2.75,10.85,-,-,-,-
15023934,Andrew Nabbout,32,78 kg,175 cm,Sprained ankle ligaments,AUS,Isuzu UTE A-League,Wellington Phoenix,"€65,000 p/a",30/6/2027,"AM (R), ST (C)",-,13,899,83%,0.1,0.04,1,0.7,-,0%,0,13%,1.55,2.1,1.3,0.35,0,1.2,80%,0.4,0,0.1,9.01,23%,2.1,0.1,1.8,15.12,6.91,0.8,11.3km,1.4,7.71,-,-,-,-
70056104,Enver Cenk Şahin,30,73 kg,179 cm,-,TUR,Spor Toto 1. Lig,Altay,"€65,000 p/a",30/6/2025,AM (R),-,33,"2,191",86%,0.08,0.09,2.14,1.44,0.25,14%,0.74,12%,0.98,0.53,0.45,0.12,0,2.3,95%,1.03,0,0.08,6.45,31%,1.97,0.29,2.75,23.04,9.12,3.49,11.8km,2.88,11.38,-,-,-,-
70104042,Oğulcan Ülgün,27,76 kg,178 cm,-,TUR,Spor Toto 1. Lig,Konyaspor,"€65,000 p/a",30/6/2025,"DM, M (C)",-,10,906,87%,-,0.26,4.47,0.89,0.3,0%,0,14%,0.52,0.2,0.3,0.05,0,1.89,76%,1.09,0.2,0.2,2.78,39%,1.09,0.6,17.28,5.26,11.52,0.5,13.0km,2.48,9.54,-,-,-,-
91195811,Oğuzhan Matur,25,67 kg,173 cm,-,TUR,Spor Toto 1. Lig,A. Keçiörengücü,"€65,500 p/a",30/6/2026,D (L),-,35,"2,994",83%,-,0.09,5.38,1.35,0.24,17%,0.69,-,-0.51,0.03,0.06,0.02,0,2.59,85%,1.86,0.06,0.39,5.38,59%,3.16,0.66,11.33,14.58,13.95,0.81,12.2km,2.43,7.76,-,-,-,-
91155467,Pius Krätschmer,27,81 kg,187 cm,-,GER,Keuken Kampioen Divisie,Helmond Sport,"€65,500 p/a",30/6/2026,"D (LC), DM",-,39,"3,507",85%,0.03,0.05,4.05,0.33,0.08,30%,0.13,-,-2.59,0.1,0.1,0.07,0,0.9,66%,1.23,0.23,1.18,9.03,76%,6.9,0.49,13.27,3.95,5.31,0.13,11.1km,1.1,3.13,-,-,-,-
19376885,Marcelo Pitaluga,22,80 kg,191 cm,-,BRA,Keuken Kampioen Divisie,FC Den Bosch,"€65,500 p/a",30/6/2027,GK,-,17,"1,524",54%,-,0,0,0,-,-,-,-,0,-,-,0,0,0,0%,9.51,0,0,-,-,-,-,3.78,9.45,0,-,4.9km,0,0,6,36,10,0.11
88026171,Oskar van Hattum,23,73 kg,183 cm,-,NZL,Isuzu UTE A-League,Wellington Phoenix,"€65,500 p/a",30/6/2027,"AM (R), ST (C)",-,15,"1,243",84%,0.07,0.1,0.94,0.94,0.14,27%,0.22,9%,-1.53,1.59,1.09,0.4,0,0.87,75%,0.65,0.07,0.07,10.64,35%,3.77,0.07,1.16,19.33,6.95,1.52,11.8km,1.38,6.23,-,-,-,-
83105841,Diogo Casimiro,26,71 kg,176 cm,-,POR,Liga Portugal 2 SABSEG,Paços de Ferreira,"€66,000 p/a",30/6/2027,D (R),-,29,"2,504",86%,0.04,0.14,4.24,0.68,0.25,9%,0.29,-,-2.6,0.14,0.36,0.09,0,2.12,82%,1.04,0.11,0.14,3.74,63%,2.34,0.58,13.23,12.69,15.49,1.29,12.6km,2.01,9.2,-,-,-,-
19158717,Luan Sérgio,30,66 kg,177 cm,-,BRA,Liga Portugal 2 SABSEG,Paços de Ferreira,"€66,000 p/a",30/6/2026,DM,-,12,"1,238",86%,0.07,0.06,5.23,1.38,0.29,7%,0.07,-,-0.82,0.07,0.07,0.06,0,1.89,68%,1.38,0.15,0.65,5.45,72%,3.93,0.73,7.56,11.92,10.76,0.8,12.2km,2.4,9.23,-,-,-,-
2000037979,Adrian Segecic,20,69 kg,173 cm,-,AUS,Isuzu UTE A-League,Sydney FC,"€66,000 p/a",30/6/2027,M/AM (C),-,29,"2,307",89%,0.16,0.12,3.36,1.48,0.35,14%,0.12,7%,-0.31,0.39,0.27,0.09,0,1.72,85%,1.21,0.04,0.2,3.47,37%,1.29,0.31,12.91,11.9,8.08,1.09,11.8km,3.12,11.2,-,-,-,-
83205066,Duarte Valente,25,76 kg,182 cm,-,POR,Liga Portugal 2 SABSEG,Belenenses,"€66,500 p/a",30/6/2027,DM,-,32,"2,775",89%,0.26,0.19,4.99,1.17,0.32,9%,0.03,5%,-0.88,0.13,0.23,0.06,0,1.88,75%,0.71,0.16,0.32,3.54,66%,2.34,0.32,12.26,4.74,10.48,0.65,12.4km,2.72,9.83,-,-,-,-
2000216070,Mofe Jemide,18,78 kg,187 cm,-,ENG,Sky Bet League One,Burton,"€66,500 p/a",30/6/2026,D (C),-,16,"1,389",86%,-,0.03,4.54,0.39,0.13,0%,0,17%,0.33,0.06,0.06,0.04,0,1.3,83%,1.43,0.39,0.91,8.55,64%,5.51,0.39,12.76,4.41,4.73,0.19,10.6km,1.49,2.92,-,-,-,-
65028563,Thakasani Mbanjwa,29,80 kg,190 cm,-,RSA,DStv Premiership,Swallows,"€67,000 p/a",30/6/2026,GK,-,29,"2,655",57%,-,0,0.24,0.03,-,-,-,-,0,-,-,0,1,0,0%,9.39,0,0,-,-,-,-,3.29,8.17,0.14,-,5.1km,0,0,18,61,21,-0.07
83168094,José Leite,25,68 kg,173 cm,-,POR,Liga Portugal 2 SABSEG,Oliveirense,"€67,000 p/a",30/6/2026,AM (R),-,31,"2,504",86%,0.18,0.15,2.3,1.11,0.14,21%,0.68,7%,-1.18,0.54,0.9,0.19,0,2.19,81%,0.68,0.07,0,5,12%,0.61,0.4,4.85,17.07,12.22,3.34,12.4km,3.02,11.32,-,-,-,-
55082916,José Gomes,28,77 kg,185 cm,Torn knee ligaments,POR,Liga Portugal 2 SABSEG,Nacional da Madeira,"€67,000 p/a",30/6/2026,D (L),-,26,"2,340",87%,0.19,0.14,5.88,0.81,0.08,9%,0.23,-,-0.18,0.04,0.04,0.01,0,2.31,81%,1.15,0.15,0.08,4.15,72%,3,0.88,13.04,14.73,14.08,1.35,12.5km,2.08,8.12,-,-,-,-
2000039112,Muhammed Fatih Kunat,23,70 kg,173 cm,-,TKM,Spor Toto 1. Lig,Altınordu,"€67,500 p/a",30/6/2026,D (R),-,30,"2,668",85%,-,0.08,5.16,0.94,0.1,11%,0.64,9%,-1.52,0.47,0.51,0.19,0,1.55,64%,1.42,0.1,0.47,6.65,57%,3.81,0.64,11.44,13.59,15.96,0.88,12.4km,2.26,6.41,-,-,-,-
52082358,Ciarán Kelly,26,87 kg,191 cm,-,IRL,Sky Bet League One,Rotherham,"€67,500 p/a",30/6/2026,D (C),-,11,"1,255",84%,0.07,0.05,3.3,0.29,0.14,50%,0.07,-,-1.04,0,0.14,0.07,0,1.15,80%,1.58,0.14,0.79,8.39,77%,6.45,0.36,9.68,4.52,5.16,-,10.9km,1.22,3.8,-,-,-,-
2000031791,Andreas Nibe,21,77 kg,186 cm,-,DEN,Liga Portugal 2 SABSEG,Mafra,"€67,500 p/a",30/6/2028,M (C),-,35,"2,507",86%,0.18,0.25,4.34,2.01,0.47,16%,0.18,10%,-1.12,0.14,0.47,0.11,0,1.22,79%,1.29,0,0.36,4.27,50%,2.15,0.32,12.56,11.7,8.29,1.11,12.0km,2.15,10.99,-,-,-,-
34001054,Valère Germain,35,74 kg,181 cm,-,FRA,Isuzu UTE A-League,Macarthur FC,"€67,500 p/a",30/6/2026,ST (C),-,20,"1,861",89%,0.05,0.14,0.97,0.87,0.19,0%,0,13%,1.35,1.26,0.77,0.32,0,0.82,81%,0.92,0,0.19,12.86,29%,3.72,0.15,2.66,18.33,6.05,0.77,11.7km,1.06,6.96,-,-,-,-
2000129233,Hasan Kayalı,20,79 kg,184 cm,-,TUR,Spor Toto 1. Lig,Altınordu,"€67,500 p/a",30/6/2028,D (C),-,34,"2,966",83%,-,0.02,3.55,0.39,0.03,0%,0,-,-2.07,0.12,0.15,0.06,0,0.76,60%,1.61,0.33,1,8.98,75%,6.77,0.76,17.33,2.88,5.13,0.09,11.4km,1.15,3.43,-,-,-,-
95031790,Aden Baldwin,27,70 kg,183 cm,-,ENG,Sky Bet League One,Burton,"€68,000 p/a",30/6/2026,D (C),-,28,"2,289",89%,-,0.08,3.97,0.55,0.04,25%,0.04,4%,-2.02,0.12,0.31,0.12,0,1.34,92%,1.85,0.51,0.87,9.32,78%,7.27,0.51,15.41,3.38,4.8,0.08,11.0km,1.42,3.34,-,-,-,-
15080594,Dan Hall,25,78 kg,185 cm,-,AUS,Isuzu UTE A-League,Adelaide United,"€68,000 p/a",30/6/2027,D (C),-,35,"3,135",92%,0.03,0.09,3.9,0.2,0.14,20%,0.03,9%,-2.58,0.26,0.37,0.16,0,1.06,76%,1.46,0.2,0.8,6.46,66%,4.25,0.4,22.22,1.38,5.17,0.14,11.1km,1.12,2.96,-,-,-,-
2000146589,Rafael Nel,20,70 kg,181 cm,-,POR,Liga Portugal 2 SABSEG,Oliveirense,"€68,000 p/a",30/6/2025,ST (C),-,29,"2,136",86%,0.13,0.06,0.72,0.63,0.13,18%,0.08,8%,-0.03,0.76,0.55,0.17,0,1.18,80%,0.59,0,0.04,11.71,31%,3.58,0.29,1.35,18.29,6.99,1.26,12.1km,1.69,5.98,-,-,-,-
18082114,Kahraman Demirtas,31,85 kg,184 cm,-,TUR,Spor Toto 1. Lig,Konyaspor,"€68,000 p/a",30/6/2026,D (LC),-,11,"1,260",86%,-,0.07,3.71,0.29,0.07,0%,0,-,-0.47,0,0,0.03,0,0.86,80%,2.14,0.07,0.43,6.71,77%,5.14,0.64,14.07,3.71,5,0.07,11.1km,0.79,3.14,-,-,-,-
67258945,Youness Lachhab,26,78 kg,192 cm,-,MAR,Keuken Kampioen Divisie,FC Eindhoven,"€68,000 p/a",30/6/2025,"DM, M (C)",-,32,"2,567",87%,0.04,0.12,4.87,1.19,0.25,30%,0.11,4%,-1.91,0.14,0.32,0.1,0,2.42,76%,0.95,0.07,0.42,4.63,55%,2.52,0.25,13.88,7.4,11.25,0.6,12.4km,3.19,9.61,-,-,-,-
83259125,Gustavo Henrique,25,69 kg,176 cm,-,BRA,Liga Portugal 2 SABSEG,Estrela,"€68,000 p/a",30/6/2026,"AM (RL), ST (C)",-,31,"2,171",82%,0.04,0.14,2.53,1.49,0.25,15%,0.41,11%,0.27,0.79,0.75,0.16,0,2.2,91%,0.91,0.04,0.04,5.22,13%,0.7,0.17,5.06,15.79,12.06,2.82,11.7km,2.69,11.03,-,-,-,-
37064134,Fabian de Keijzer,25,83 kg,193 cm,-,NED,Keuken Kampioen Divisie,Heracles,"€68,000 p/a",30/6/2027,GK,-,37,"3,293",63%,-,0,0,0,-,-,-,-,0,-,-,0,1,0,0%,6.31,0,0,-,-,-,-,4.4,6.09,0,-,5.6km,0,0,13,41,19,0.23
37071912,Kevin Felida,25,66 kg,174 cm,-,CUW,Keuken Kampioen Divisie,RKC,"€68,000 p/a",30/6/2025,DM,-,28,"2,033",86%,0.13,0.22,5.27,1.33,0.27,13%,0.04,5%,-1.18,0.22,0.4,0.1,0,1.68,66%,0.97,0.13,0.13,3.94,52%,2.04,0.31,12.75,7.22,10.71,0.66,12.9km,3.1,10.36,-,-,-,-
37052541,Julian Lelieveld,27,69 kg,178 cm,-,NED,Keuken Kampioen Divisie,RKC,"€68,000 p/a",30/6/2025,D (R),-,34,"3,014",88%,0.06,0.12,5.23,0.81,0.18,13%,0.36,-,-2.41,0.24,0.27,0.07,0,2.57,70%,1.37,0.15,0.72,5.61,61%,3.43,0.51,13.92,14.93,18.45,1.13,12.7km,2.54,9.26,-,-,-,-
37058352,Amir Absalem,27,70 kg,175 cm,Pulled knee ligaments,NED,Keuken Kampioen Divisie,Telstar,"€68,500 p/a",30/6/2026,D/WB (L),-,37,"3,281",86%,0.08,0.07,5.62,1.07,0.11,13%,0.41,22%,0.87,0.05,0.05,0.03,0,2.41,81%,1.15,0.11,0.74,6.86,70%,4.8,0.77,12.92,16.49,14.37,1.26,12.8km,2.47,7.27,-,-,-,-
15009066,Rhyan Grant,34,70 kg,174 cm,Damaged cruciate ligaments,AUS,Isuzu UTE A-League,Melbourne City FC,"€68,500 p/a",30/6/2026,D (R),-,17,"1,568",86%,0.11,0.19,4.94,1.43,0.46,12%,0.75,4%,-2.13,0.4,0.46,0.18,0,2.12,84%,1.55,0.11,0.57,6.31,49%,3.1,0.63,12,12.05,13.6,0.63,11.5km,2.18,7.69,-,-,-,-
65039997,Sivavuya Ndlovu,28,70 kg,178 cm,-,RSA,DStv Premiership,Maritzburg Utd,"€68,500 p/a",30/6/2026,M (C),-,24,"2,195",88%,0.08,0.06,4.26,1.15,0.12,11%,0.08,-,-1.66,0.21,0.16,0.07,1,1.44,71%,1.31,0.04,0.12,3.69,52%,1.93,0.45,10.41,15.99,7.59,1.11,11.9km,3.32,9.88,-,-,-,-
55044995,Fábio Sturgeon,31,74 kg,183 cm,-,POR,Liga Portugal 2 SABSEG,Mafra,"€68,500 p/a",30/6/2026,"M (R), AM (C)",-,31,"2,507",87%,0.11,0.12,3.09,0.65,0.36,23%,1.26,13%,-0.5,0.47,0.29,0.16,0,2.3,79%,0.79,0,0.22,4.16,41%,1.72,0.39,5.49,14.75,14.83,3.09,12.5km,3.34,11.74,-,-,-,-
67288496,Jordi Pola,25,83 kg,191 cm,-,ESP,Liga Portugal 2 SABSEG,Nacional da Madeira,"€69,000 p/a",30/6/2027,D (C),-,37,"3,330",88%,-,0.02,3.92,0.27,0.05,0%,0,9%,-0.97,0.16,0.22,0.08,0,0.81,70%,1.08,0.24,0.86,8.19,69%,5.65,0.68,16.43,2.81,4.81,0.05,11.0km,0.86,2.89,-,-,-,-
2000123519,Jesper Uneken,20,79 kg,190 cm,-,NED,Keuken Kampioen Divisie,MVV Maastricht,"€69,500 p/a",30/6/2027,ST (C),-,34,"2,215",85%,-,0.02,0.73,0.65,0.04,0%,0,13%,2.26,0.85,0.77,0.15,0,1.42,81%,0.41,0.04,0.12,10.04,28%,2.76,0.2,1.26,18.33,5.93,1.14,11.7km,1.83,6.3,-,-,-,-
2000116644,Rafik el Arguioui,19,74 kg,182 cm,-,NED,Keuken Kampioen Divisie,FC Utrecht,"€69,500 p/a",30/6/2028,"DM, M (C)",-,34,"2,688",89%,0.07,0.07,3.78,1.17,0.17,12%,0.1,14%,0.8,0.17,0.33,0.07,0,1.57,75%,1.04,0.07,0.1,3.38,30%,1,0.44,9.17,10.68,10.08,0.54,12.6km,2.48,10.28,-,-,-,-
37019502,Xandro Schenk,32,87 kg,188 cm,-,NED,Keuken Kampioen Divisie,De Graafschap,"€69,500 p/a",30/6/2027,D (C),-,39,"3,488",86%,-,0.07,3.56,0.15,0.21,0%,0,-,-1.52,0.08,0.21,0.04,0,1.39,78%,1.75,0.18,0.77,6.89,64%,4.39,0.72,16.75,3.28,4.72,0.1,10.9km,1.42,3.59,-,-,-,-
18109146,Romain Matthys,26,76 kg,183 cm,-,BEL,Keuken Kampioen Divisie,MVV Maastricht,"€69,500 p/a",30/6/2027,GK,-,39,"3,540",68%,-,0,0,0.05,-,-,-,-,0,-,-,0,0,0.03,25%,7.32,0,0,-,-,-,-,3.43,6.86,0,-,5.6km,0,0,24,51,22,0
37053116,Bart Meijers,28,77 kg,185 cm,-,NED,Keuken Kampioen Divisie,Cambuur,"€69,500 p/a",30/6/2026,D (C),-,19,"1,669",88%,-,0.07,3.94,0.05,0.05,0%,0,-,-1.1,0.16,0.38,0.06,0,1.19,92%,1.4,0.16,1.02,6.9,72%,4.96,0.49,16.66,3.34,4.64,0.16,11.1km,1.08,3.34,-,-,-,-
92019102,Aykut Özer,32,80 kg,187 cm,-,TUR,Spor Toto 1. Lig,İstanbulspor,"€70,000 p/a",30/6/2027,GK,-,15,"1,465",57%,-,0,0,0.06,-,-,-,-,0,-,-,0,0,-,-,8.85,0,0,-,-,-,-,3.56,8.42,0,-,5.5km,0,0,5,21,5,0.31
37058447,Mitchell van Rooijen,26,73 kg,178 cm,-,NED,Keuken Kampioen Divisie,FC Dordrecht,"€70,000 p/a",30/6/2026,M (C),-,27,"2,373",88%,0.11,0.13,3.98,1.37,0.15,13%,0.11,5%,-0.94,0.19,0.19,0.07,0,1.86,63%,1.29,0,0.04,4.06,50%,2.01,0.53,10.7,16.46,9.14,1.14,12.0km,3.07,10.96,-,-,-,-
83163701,Miguel Sousa,26,70 kg,180 cm,-,POR,Liga Portugal 2 SABSEG,Leixões,"€70,000 p/a",30/6/2028,M (C),-,34,"2,912",87%,0.19,0.25,3.62,1.39,0.46,8%,0.06,14%,1.25,0.62,0.37,0.15,0,1.79,85%,1.48,0.03,0.12,3.99,18%,0.71,0.4,14.19,11.19,9.61,0.8,11.7km,2.35,10.14,-,-,-,-
65008470,Kwanda Mngonyama,31,72 kg,187 cm,-,RSA,DStv Premiership,Cape Town Spurs,"€70,000 p/a",30/6/2026,D (RC),D (R),27,"2,265",86%,0.12,0.05,3.26,0.28,0.16,0%,0,6%,-0.68,0.16,0.2,0.07,0,0.99,83%,1.55,0.12,1.43,9.26,73%,6.72,0.4,16.09,4.33,5.8,0.24,10.9km,1.19,3.3,-,-,-,-
70118592,Adnan Gülen,26,77 kg,185 cm,-,TUR,Spor Toto 1. Lig,Gençlerbirliği,"€70,000 p/a",30/6/2026,ST (C),-,20,"1,882",82%,0.1,0.14,0.86,0.72,0.14,24%,0.24,6%,-1.86,1.34,1.05,0.28,0,0.96,65%,0.62,0.05,0.1,12.67,31%,3.97,0.19,1.29,24.25,6.31,1.48,11.2km,1.53,5.98,-,-,-,-
2000017875,Yaël Liesdek,23,81 kg,194 cm,-,NED,Keuken Kampioen Divisie,Telstar,"€70,000 p/a",30/6/2026,D/WB/M/AM (R),-,11,"1,080",87%,0.25,0.29,2.67,2.08,0.58,3%,0.17,5%,-1.83,0.25,0.42,0.24,0,2.25,82%,1.08,0,0.25,7.92,34%,2.67,-,4.42,20.42,11.75,2,11.9km,3.83,10.83,-,-,-,-
19363049,Keffel,25,72 kg,179 cm,-,BRA,Liga Portugal 2 SABSEG,Torreense,"€70,000 p/a",30/6/2026,WB/AM (L),-,13,"1,328",88%,-,0.07,3.19,1.22,0.07,11%,0.41,-,-1.28,0.07,0.2,0.09,0,1.63,77%,0.75,0,0.14,7.32,59%,4.34,0.34,6.51,18.91,13.35,2.64,13.0km,2.71,11.11,-,-,-,-
2000039771,Chriso,25,68 kg,175 cm,-,CIV,Liga Portugal 2 SABSEG,Mafra,"€70,000 p/a",30/6/2026,"DM, M (C)",-,34,"2,798",90%,0.16,0.17,3.22,1.48,0.39,13%,0.1,9%,-1.6,0.32,0.23,0.12,0,1.74,74%,0.74,0.16,0.16,3.7,48%,1.77,0.29,14.64,12.83,10.07,1.06,12.2km,2.89,11.19,-,-,-,-
19258662,Gabriel Barbosa,26,89 kg,195 cm,-,BRA,Liga Portugal 2 SABSEG,Penafiel,"€70,000 p/a",30/6/2025,ST (C),-,37,"2,476",84%,-,0.05,0.47,0.44,0.07,10%,0.04,19%,4.94,1.09,0.65,0.26,1,1.02,72%,0.69,0,0.04,12.72,46%,5.89,0.18,1.49,15.38,5.85,0.8,11.6km,1.49,6.83,-,-,-,-
28128016,Ben Greenwood,23,63 kg,169 cm,-,IRL,Sky Bet League One,Bristol Rovers,"€71,000 p/a",30/6/2026,D (L),-,10,907,84%,-,0.03,5.76,0.6,0.1,23%,0.69,-,-0.01,0,0,0,0,2.38,89%,1.49,0.1,0.5,5.76,60%,3.47,0.3,8.83,19.15,13.69,0.89,12.5km,2.18,7.54,-,-,-,-
70063231,Furkan Işıkdemir,31,69 kg,178 cm,-,TUR,Spor Toto 1. Lig,İstanbulspor,"€71,000 p/a",30/6/2025,DM,-,14,"1,242",83%,0.14,0.08,3.84,0.87,0.29,14%,0.07,9%,-0.16,0.29,0.22,0.08,0,1.52,78%,1.45,0,0.22,4.49,56%,2.54,0.36,11.23,6.16,10,0.72,12.8km,1.96,8.55,-,-,-,-
65042759,Samkelo Mgwazela,25,73 kg,181 cm,-,RSA,DStv Premiership,Baroka,"€71,500 p/a",30/6/2026,D (RC),D (C),25,"2,106",88%,0.04,0.01,5.09,0.47,0.21,16%,0.56,6%,-0.53,0.04,0.3,0.07,0,1.75,76%,1.32,0.09,0.81,8.16,73%,5.98,0.56,12.91,13.5,11.15,1.03,12.3km,2.01,5.51,-,-,-,-
13198681,Cheick Ouédraogo,29,73 kg,180 cm,-,BFA,DStv Premiership,Baroka,"€71,500 p/a",30/6/2026,"D (LC), WB (L), DM, M/AM (L)","DM, M/AM (L)",25,"2,052",86%,0.04,0.05,5,1.18,0.18,17%,0.39,-,-0.49,0.09,0.13,0.02,0,2.06,77%,1.71,0.18,0.35,6.23,42%,2.63,0.79,10.7,11.58,9.74,1.1,11.9km,1.97,6.84,-,-,-,-
37041200,Giovanni Korte,31,71 kg,170 cm,-,NED,Keuken Kampioen Divisie,TOP Oss,"€71,500 p/a",30/6/2027,"AM (RL), ST (C)",-,35,"3,029",86%,0.12,0.17,1.93,1.57,0.33,12%,0.56,4%,-2.51,0.53,0.71,0.13,0,1.96,90%,1.31,0.03,0,6.89,18%,1.22,0.33,3.74,20.15,11.53,3.42,12.0km,2.67,10.99,-,-,-,-
89063070,Apostolos Stamatelopoulos,26,82 kg,184 cm,-,AUS,Isuzu UTE A-League,Newcastle Jets,"€72,000 p/a",30/6/2025,ST (C),-,34,"2,421",84%,0.07,0.1,0.74,0.67,0.37,18%,0.11,13%,1.74,1.04,0.74,0.2,0,0.97,67%,0.48,0.07,0.11,10.33,22%,2.27,0.11,1.86,20.04,6.39,1.12,11.8km,1.56,6.36,-,-,-,-
65010132,Ntsikelelo Nyauza,35,72 kg,172 cm,-,RSA,DStv Premiership,Swallows,"€72,000 p/a",30/6/2025,D (RC),D (R),18,"1,655",82%,0.11,0.08,4.51,0.33,0.22,27%,0.22,17%,1.27,0.33,0.16,0.09,0,1.47,87%,1.85,0.22,1.25,7.67,83%,6.36,0.65,13.65,4.95,6.09,0.16,11.2km,1.25,3.64,-,-,-,-
65010408,Lantshene Phalane,35,71 kg,178 cm,-,RSA,DStv Premiership,Swallows,"€72,000 p/a",30/6/2025,"M (LC), AM (L)",M (C),13,"1,239",83%,0.15,0.15,4.21,1.67,0.36,15%,0.73,10%,0.28,0.22,0.36,0.05,0,2.32,84%,0.8,0.07,0.44,5.81,46%,2.69,0.29,7.99,12.93,11.62,1.02,12.2km,3.34,11.99,-,-,-,-
65045826,Nicholus Lukhubeni,29,73 kg,178 cm,-,RSA,DStv Premiership,Chippa Utd,"€72,000 p/a",30/6/2026,D (R),-,20,"1,662",88%,-,0.06,5.63,0.87,0.05,2%,0.05,5%,-0.86,0.43,0.54,0.1,0,2.82,87%,1.14,0.11,0.16,3.9,47%,1.84,0.54,14.95,14.51,14.24,0.7,12.4km,2.65,7.74,-,-,-,-
29191611,Branden Horton,24,73 kg,178 cm,-,ENG,Sky Bet League One,Chesterfield,"€72,000 p/a",30/6/2026,D (L),-,18,"1,833",86%,-,0.03,5.79,1.62,0.1,17%,0.54,-,-0.89,0,0.15,0.04,0,2.36,80%,2.11,0.2,0.49,6.58,64%,4.22,0.74,8.69,13.9,12.82,0.69,12.3km,2.26,7.91,-,-,-,-
2000181765,Julian Oerip,18,72 kg,178 cm,-,NED,Keuken Kampioen Divisie,AZ Alkmaar,"€72,000 p/a",30/6/2027,M/AM (C),-,30,"2,362",88%,0.15,0.13,3.39,1.3,0.08,9%,0.11,13%,-0.23,0.23,0.23,0.08,0,1.83,75%,1.07,0.04,0.15,4.61,49%,2.25,0.5,11.16,15.01,9.3,0.8,12.1km,2.82,10.29,-,-,-,-
55079828,Filipe Cardoso,30,86 kg,190 cm,-,POR,Liga Portugal 2 SABSEG,Penafiel,"€72,500 p/a",30/6/2027,"DM, M (C)",-,35,"2,473",86%,0.18,0.11,4.04,1.78,0.18,9%,0.07,9%,0.32,0.25,0.25,0.06,0,2.07,71%,0.8,0.11,0.25,5.35,52%,2.77,0.51,12.19,11.79,8.15,0.87,12.0km,2.95,11.14,-,-,-,-
65026986,Morné Nel,28,78 kg,184 cm,-,RSA,DStv Premiership,Maritzburg Utd,"€72,500 p/a",30/6/2026,M/AM (C),-,19,"1,273",86%,0.21,0.24,3.53,1.34,0.92,17%,0.14,-,-2.09,0.07,0.21,0.15,0,1.7,71%,0.92,0,0.21,5.37,45%,2.4,0.49,13.29,12.16,8.91,1.41,12.2km,3.04,11.24,-,-,-,-
83111333,Jordan van der Gaag,26,69 kg,177 cm,-,NED,Liga Portugal 2 SABSEG,Leiria,"€73,000 p/a",30/6/2026,M/AM (R),-,30,"2,159",81%,0.33,0.23,2.58,1.58,0.5,16%,0.63,8%,-1.48,0.71,0.33,0.23,0,2.92,95%,1.08,0,0,5.34,12%,0.63,0.33,5.09,17.72,11.92,2.96,11.9km,3.54,11.34,-,-,-,-
2000293527,Tyler Bindon,20,87 kg,194 cm,-,NZL,Sky Bet League One,Reading,"€73,000 p/a",30/6/2025,"D (RC), WB (R)",WB (R),35,"2,848",90%,0.03,0.03,3.35,0.38,0.13,10%,0.06,6%,-2.52,0.19,0.19,0.11,0,1.49,76%,1.2,0.38,1.14,7.27,65%,4.71,0.57,19.28,3.73,7.08,0.22,11.6km,1.3,3.92,-,-,-,-
2000064086,Zinho,22,70 kg,177 cm,-,BRA,Liga Portugal 2 SABSEG,Mafra,"€73,000 p/a",30/6/2028,M/AM (L),-,32,"2,621",85%,0.07,0.18,3.61,1.2,0.55,11%,0.34,12%,0.29,0.31,0.27,0.09,0,1.82,80%,1.03,0,0.14,5.49,30%,1.65,0.52,4.46,16.21,15.59,2.37,12.7km,2.71,10.89,-,-,-,-
65013771,Mthokozisi Dube,32,64 kg,168 cm,-,RSA,DStv Premiership,Polokwane City,"€73,000 p/a",30/6/2025,D (RL),-,24,"2,093",80%,0.04,0.02,5.55,1.12,-,10%,0.3,-,-1.43,0,0.13,0.06,0,3.1,85%,1.81,0.22,0.26,5.76,54%,3.1,0.73,12.69,13.63,11.83,1.16,12.7km,2.67,6.58,-,-,-,-
19250975,Klebinho,26,60 kg,164 cm,-,BRA,Liga Portugal 2 SABSEG,Oliveirense,"€73,000 p/a",30/6/2026,D (R),-,30,"2,636",88%,0.07,0.09,5.63,1.09,0.14,14%,0.31,6%,-2.14,0.14,0.44,0.14,0,2.15,81%,1.3,0.17,0.03,3.69,44%,1.64,0.75,11.1,12.6,15.5,1.88,12.3km,2.12,7.61,-,-,-,-
